person:person:chair;0.997728:0.802919:0.952658;1.058461:0.278785:0.000000;0.392506:0.000000:0.000000:0.919749;42.077852
person:person:chair;0.998491:0.781868:0.954223;1.058461:0.278785:0.000000;0.392506:0.000000:0.000000:0.919749;42.181804
person:person:chair;0.999057:0.785061:0.916717;1.058461:0.278785:0.000000;0.392506:0.000000:0.000000:0.919749;42.284743
person:person:chair;0.999397:0.831736:0.957909;1.058461:0.278785:0.000000;0.392506:0.000000:0.000000:0.919749;42.387809
person:chair;0.999787:0.928731;1.054842:0.275855:0.000000;0.443230:0.000000:0.000000:0.896408;42.489040
person:person:chair;0.999469:0.946301:0.953319;1.054842:0.275855:0.000000;0.443230:0.000000:0.000000:0.896408;42.591887
person:person:chair:tvmonitor;0.999181:0.834760:0.965722:0.755046;1.054842:0.275855:0.000000;0.443230:0.000000:0.000000:0.896408;42.694913
person:person:chair:tvmonitor;0.999596:0.816003:0.953475:0.784843;1.054424:0.290604:0.000000;0.492071:0.000000:0.000000:0.870555;42.798149
person:person:chair:tvmonitor;0.999178:0.857433:0.964083:0.848221;1.054424:0.290604:0.000000;0.492071:0.000000:0.000000:0.870555;42.900707
person:person:chair;0.999083:0.781510:0.976989;1.054424:0.290604:0.000000;0.492071:0.000000:0.000000:0.870555;43.002298
person:person:chair;0.999366:0.934067:0.934506;1.052997:0.292142:0.000000;0.541948:0.000000:0.000000:0.840412;43.103510
person:person:chair;0.999586:0.920750:0.979178;1.052997:0.292142:0.000000;0.541948:0.000000:0.000000:0.840412;43.207642
person:person:chair:tvmonitor;0.999303:0.949377:0.956328:0.769495;1.052997:0.292142:0.000000;0.541948:0.000000:0.000000:0.840412;43.311340
person:person:chair;0.999106:0.974893:0.961884;1.052997:0.292142:0.000000;0.541948:0.000000:0.000000:0.840412;43.412510
person:person:chair;0.999298:0.956720:0.976629;1.052481:0.294062:0.000000;0.588984:0.000000:0.000000:0.808144;43.514987
person:person:chair;0.998779:0.904640:0.870317;1.052481:0.294062:0.000000;0.588984:0.000000:0.000000:0.808144;43.617388
person:person:chair;0.998869:0.966011:0.847935;1.052481:0.294062:0.000000;0.588984:0.000000:0.000000:0.808144;43.722819
person:person:chair;0.998704:0.945975:0.784144;1.052481:0.294062:0.000000;0.588984:0.000000:0.000000:0.808144;43.826599
person:person;0.998990:0.764139;1.053382:0.287803:0.000000;0.631609:0.000000:0.000000:0.775287;43.929322
person:person;0.999510:0.930469;1.053382:0.287803:0.000000;0.631609:0.000000:0.000000:0.775287;44.032525
person:person;0.999561:0.759168;1.053382:0.287803:0.000000;0.631609:0.000000:0.000000:0.775287;44.132703
person;0.998835;1.053382:0.287803:0.000000;0.631609:0.000000:0.000000:0.775287;44.234959
person;0.999780;1.053493:0.290295:0.000000;0.674358:0.000000:0.000000:0.738404;44.337544
person;0.999492;1.053493:0.290295:0.000000;0.674358:0.000000:0.000000:0.738404;44.440264
person;0.999473;1.053493:0.290295:0.000000;0.674358:0.000000:0.000000:0.738404;44.544650
person;0.999580;1.053493:0.290295:0.000000;0.674358:0.000000:0.000000:0.738404;44.647586
person;0.999270;1.053493:0.290295:0.000000;0.674358:0.000000:0.000000:0.738404;44.747814
person;0.997967;1.053148:0.292257:0.000000;0.716090:0.000000:0.000000:0.698008;44.852393
person;0.999347;1.053148:0.292257:0.000000;0.716090:0.000000:0.000000:0.698008;44.954157
person;0.999174;1.052690:0.292707:0.000000;0.752330:0.000000:0.000000:0.658787;45.056906
person;0.995854;1.052690:0.292707:0.000000;0.752330:0.000000:0.000000:0.658787;45.159298
person;0.998445;1.052690:0.292707:0.000000;0.752330:0.000000:0.000000:0.658787;45.262284
person;0.998758;1.052690:0.292707:0.000000;0.752330:0.000000:0.000000:0.658787;45.364868
person;0.995455;1.053152:0.294724:0.000000;0.788264:0.000000:0.000000:0.615337;45.466519
person;0.998991;1.053152:0.294724:0.000000;0.788264:0.000000:0.000000:0.615337;45.570148
person;0.999134;1.053152:0.294724:0.000000;0.788264:0.000000:0.000000:0.615337;45.672505
person;0.990081;1.053152:0.294724:0.000000;0.788264:0.000000:0.000000:0.615337;45.775972
person;0.942393;1.053926:0.297290:0.000000;0.822805:0.000000:0.000000:0.568324;45.877725
chair;0.749885;1.055575:0.303709:0.000000;0.906147:0.000000:0.000000:0.422962;47.107726
chair;0.785183;1.055575:0.303709:0.000000;0.906147:0.000000:0.000000:0.422962;47.210909
chair;0.757937;1.055575:0.303709:0.000000;0.906147:0.000000:0.000000:0.422962;47.313777
chair;0.893768;1.057240:0.303945:0.000000;0.928280:0.000000:0.000000:0.371882;47.415590
person:chair;0.876144:0.922343;1.057240:0.303945:0.000000;0.928280:0.000000:0.000000:0.371882;47.517515
chair;0.939413;1.057240:0.303945:0.000000;0.928280:0.000000:0.000000:0.371882;47.620177
person;0.952540;1.057240:0.303945:0.000000;0.928280:0.000000:0.000000:0.371882;47.723261
person;0.990902;1.057534:0.303585:0.000000;0.953446:0.000000:0.000000:0.301564;47.825762
person;0.994761;1.057534:0.303585:0.000000;0.953446:0.000000:0.000000:0.301564;47.928216
person:chair;0.988182:0.905249;1.057534:0.303585:0.000000;0.953446:0.000000:0.000000:0.301564;48.034604
person:chair;0.986258:0.914094;1.057534:0.303585:0.000000;0.953446:0.000000:0.000000:0.301564;48.138118
chair;0.973334;1.057534:0.303585:0.000000;0.953446:0.000000:0.000000:0.301564;48.242119
chair:tvmonitor;0.988610:0.844617;1.060461:0.306868:0.000000;0.968768:0.000000:0.000000:0.247967;48.346217
chair:tvmonitor;0.980162:0.901300;1.060461:0.306868:0.000000;0.968768:0.000000:0.000000:0.247967;48.447871
chair:tvmonitor:mouse;0.992135:0.792044:0.849107;1.062064:0.307252:0.000000;0.980510:0.000000:0.000000:0.196468;48.550173
chair:tvmonitor:mouse;0.985749:0.706631:0.841456;1.062064:0.307252:0.000000;0.980510:0.000000:0.000000:0.196468;48.653687
chair:tvmonitor:mouse;0.979898:0.815511:0.845267;1.062064:0.307252:0.000000;0.980510:0.000000:0.000000:0.196468;48.760072
chair:tvmonitor:mouse;0.990962:0.777527:0.914365;1.062064:0.307252:0.000000;0.980510:0.000000:0.000000:0.196468;48.864330
chair:tvmonitor:mouse;0.982377:0.794258:0.753280;1.065761:0.308283:0.000000;0.989856:0.000000:0.000000:0.142075;48.967726
chair:tvmonitor:tvmonitor:mouse;0.962606:0.857490:0.783332:0.966461;1.065761:0.308283:0.000000;0.989856:0.000000:0.000000:0.142075;49.071978
person:chair:mouse;0.875064:0.986674:0.857667;1.065761:0.308283:0.000000;0.989856:0.000000:0.000000:0.142075;49.176988
person:chair:mouse;0.990776:0.879635:0.909472;1.065761:0.308283:0.000000;0.989856:0.000000:0.000000:0.142075;49.278640
person:chair:tvmonitor:mouse;0.999075:0.985274:0.946809:0.815618;1.069342:0.312186:0.000000;0.996087:0.000000:0.000000:0.088379;49.380546
person:chair:tvmonitor:mouse;0.997575:0.960681:0.763383:0.930036;1.069342:0.312186:0.000000;0.996087:0.000000:0.000000:0.088379;49.485693
person:chair:mouse;0.998557:0.945034:0.937247;1.069342:0.312186:0.000000;0.996087:0.000000:0.000000:0.088379;49.588063
person:chair:tvmonitor;0.999166:0.957459:0.906507;1.069342:0.312186:0.000000;0.996087:0.000000:0.000000:0.088379;49.691081
person:chair:tvmonitor:mouse;0.997623:0.913376:0.941579:0.911516;1.072197:0.312615:0.000000;0.999477:0.000000:0.000000:0.032334;49.792340
person:chair:tvmonitor:mouse;0.998005:0.963753:0.718382:0.866351;1.072197:0.312615:0.000000;0.999477:0.000000:0.000000:0.032334;49.896026
person:chair:tvmonitor;0.999003:0.942167:0.876134;1.072197:0.312615:0.000000;0.999477:0.000000:0.000000:0.032334;49.999920
person:chair:tvmonitor:mouse;0.999127:0.864267:0.919567:0.945948;1.077432:0.318994:0.000000;0.999816:0.000000:0.000000:-0.019204;50.102189
person:chair:mouse;0.997842:0.963748:0.905207;1.077432:0.318994:0.000000;0.999816:0.000000:0.000000:-0.019204;50.203893
person:chair:tvmonitor:mouse;0.998518:0.969335:0.919007:0.783930;1.077432:0.318994:0.000000;0.999816:0.000000:0.000000:-0.019204;50.306175
person:chair:mouse;0.996803:0.977433:0.890847;1.082532:0.313736:0.000000;0.997218:0.000000:0.000000:-0.074534;50.407642
person:chair:mouse;0.997536:0.961903:0.863222;1.082532:0.313736:0.000000;0.997218:0.000000:0.000000:-0.074534;50.510037
person:chair:mouse;0.995788:0.939010:0.810554;1.082532:0.313736:0.000000;0.997218:0.000000:0.000000:-0.074534;50.611358
person:chair:mouse;0.999218:0.893713:0.839267;1.082532:0.313736:0.000000;0.997218:0.000000:0.000000:-0.074534;50.711773
person:chair:mouse;0.999184:0.722719:0.840950;1.082532:0.313736:0.000000;0.997218:0.000000:0.000000:-0.074534;50.813856
person;0.998300;1.084857:0.316153:0.000000;0.991505:0.000000:0.000000:-0.130070;50.916279
person:mouse;0.996774:0.761739;1.084857:0.316153:0.000000;0.991505:0.000000:0.000000:-0.130070;51.017295
person:mouse;0.995618:0.932187;1.084857:0.316153:0.000000;0.991505:0.000000:0.000000:-0.130070;51.119110
person:mouse;0.945830:0.903219;1.083263:0.307989:0.000000;0.982893:0.000000:0.000000:-0.184178;51.225239
mouse;0.953259;1.083263:0.307989:0.000000;0.982893:0.000000:0.000000:-0.184178;51.426924
mouse;0.926783;1.083534:0.301588:0.000000;0.971530:0.000000:0.000000:-0.236915;51.529427
tvmonitor:mouse;0.740434:0.910289;1.083534:0.301588:0.000000;0.971530:0.000000:0.000000:-0.236915;51.629129
mouse;0.744415;1.083534:0.301588:0.000000;0.971530:0.000000:0.000000:-0.236915;51.732330
tvmonitor;0.714793;1.094865:0.296633:0.000000;0.839844:0.000000:0.000000:-0.542828;54.165593
tvmonitor;0.863451;1.096687:0.295834:0.000000;0.807238:0.000000:0.000000:-0.590226;54.270312
tvmonitor;0.866119;1.096687:0.295834:0.000000;0.807238:0.000000:0.000000:-0.590226;54.371602
tvmonitor;0.806171;1.096687:0.295834:0.000000;0.807238:0.000000:0.000000:-0.590226;54.473825
tvmonitor;0.864408;1.097583:0.301493:0.000000;0.774271:0.000000:0.000000:-0.632854;54.576932
tvmonitor;0.877712;1.097583:0.301493:0.000000;0.774271:0.000000:0.000000:-0.632854;54.678355
tvmonitor;0.794972;1.097583:0.301493:0.000000;0.774271:0.000000:0.000000:-0.632854;54.779971
tvmonitor;0.865804;1.097583:0.301493:0.000000;0.774271:0.000000:0.000000:-0.632854;54.880912
tvmonitor:tvmonitor;0.758690:0.710185;1.097583:0.301493:0.000000;0.774271:0.000000:0.000000:-0.632854;54.981843
tvmonitor;0.889151;1.097583:0.301493:0.000000;0.774271:0.000000:0.000000:-0.632854;55.082778
tvmonitor;0.921110;1.094443:0.307100:0.000000;0.727100:0.000000:0.000000:-0.686532;55.182788
tvmonitor;0.944933;1.094443:0.307100:0.000000;0.727100:0.000000:0.000000:-0.686532;55.284560
tvmonitor;0.947282;1.094443:0.307100:0.000000;0.727100:0.000000:0.000000:-0.686532;55.386683
tvmonitor;0.974818;1.094443:0.307100:0.000000;0.727100:0.000000:0.000000:-0.686532;55.488677
tvmonitor;0.944320;1.094443:0.307100:0.000000;0.727100:0.000000:0.000000:-0.686532;55.591098
chair:tvmonitor;0.725165:0.957428;1.094396:0.304814:0.000000;0.686477:0.000000:0.000000:-0.727151;55.693476
tvmonitor;0.969205;1.094396:0.304814:0.000000;0.686477:0.000000:0.000000:-0.727151;55.795503
tvmonitor;0.835674;1.094360:0.304481:0.000000;0.648209:0.000000:0.000000:-0.761463;55.896837
chair:tvmonitor;0.791453:0.977490;1.094360:0.304481:0.000000;0.648209:0.000000:0.000000:-0.761463;55.998652
chair:chair:tvmonitor;0.931262:0.720719:0.986042;1.094360:0.304481:0.000000;0.648209:0.000000:0.000000:-0.761463;56.101584
chair:chair:tvmonitor;0.885722:0.872698:0.863821;1.094360:0.304481:0.000000;0.648209:0.000000:0.000000:-0.761463;56.203429
chair:chair:tvmonitor;0.967447:0.961540:0.967691;1.093453:0.298467:0.000000;0.603661:0.000000:0.000000:-0.797241;56.304971
chair:chair:tvmonitor:refrigerator;0.919913:0.883847:0.968014:0.746940;1.093453:0.298467:0.000000;0.603661:0.000000:0.000000:-0.797241;56.406687
chair:chair:tvmonitor:refrigerator;0.940077:0.920243:0.891491:0.791276;1.093453:0.298467:0.000000;0.603661:0.000000:0.000000:-0.797241;56.510063
chair:chair:tvmonitor;0.972345:0.948319:0.957193;1.093453:0.298467:0.000000;0.603661:0.000000:0.000000:-0.797241;56.613105
chair:chair:tvmonitor;0.933283:0.928627:0.959523;1.094202:0.297408:0.000000;0.557211:0.000000:0.000000:-0.830371;56.714456
chair:chair:tvmonitor;0.943563:0.933291:0.854918;1.094202:0.297408:0.000000;0.557211:0.000000:0.000000:-0.830371;56.815850
chair:chair:tvmonitor;0.957208:0.958300:0.953334;1.094202:0.297408:0.000000;0.557211:0.000000:0.000000:-0.830371;56.918137
chair:chair:tvmonitor;0.967581:0.920624:0.966500;1.094202:0.297408:0.000000;0.557211:0.000000:0.000000:-0.830371;57.022306
chair:chair:tvmonitor;0.962099:0.947530:0.933535;1.095290:0.292621:0.000000;0.508286:0.000000:0.000000:-0.861188;57.124633
chair:chair:tvmonitor;0.968538:0.936932:0.960042;1.095290:0.292621:0.000000;0.508286:0.000000:0.000000:-0.861188;57.227023
chair:chair:tvmonitor;0.969480:0.938610:0.939819;1.095290:0.292621:0.000000;0.508286:0.000000:0.000000:-0.861188;57.329725
chair:chair:tvmonitor;0.963306:0.951907:0.910954;1.095290:0.292621:0.000000;0.508286:0.000000:0.000000:-0.861188;57.432430
chair:chair:tvmonitor;0.954051:0.858360:0.881770;1.094342:0.290706:0.000000;0.462134:0.000000:0.000000:-0.886810;57.533791
chair:tvmonitor;0.968937:0.918468;1.094342:0.290706:0.000000;0.462134:0.000000:0.000000:-0.886810;57.635337
chair:tvmonitor;0.975046:0.946185;1.096945:0.282694:0.000000;0.411862:0.000000:0.000000:-0.911246;57.736810
chair:tvmonitor;0.949204:0.926802;1.096945:0.282694:0.000000;0.411862:0.000000:0.000000:-0.911246;57.838812
chair:tvmonitor;0.966150:0.915184;1.096945:0.282694:0.000000;0.411862:0.000000:0.000000:-0.911246;57.939291
chair:tvmonitor;0.956210:0.819100;1.096945:0.282694:0.000000;0.411862:0.000000:0.000000:-0.911246;58.048955
chair;0.931034;1.096945:0.282694:0.000000;0.411862:0.000000:0.000000:-0.911246;58.150787
chair;0.847631;1.097653:0.284508:0.000000;0.359163:0.000000:0.000000:-0.933275;58.251261
chair;0.826111;1.097653:0.284508:0.000000;0.359163:0.000000:0.000000:-0.933275;58.455435
chair;0.829666;1.095932:0.283391:0.000000;0.306533:0.000000:0.000000:-0.951860;58.559453
chair;0.908942;1.095932:0.283391:0.000000;0.306533:0.000000:0.000000:-0.951860;58.662306
chair;0.748919;1.095932:0.283391:0.000000;0.306533:0.000000:0.000000:-0.951860;58.763201
oven;0.774559;1.091112:0.279600:0.000000;0.202608:0.000000:0.000000:-0.979260;59.364861
oven;0.767955;1.089103:0.279042:0.000000;0.141763:0.000000:0.000000:-0.989901;59.666390
oven;0.850156;1.089103:0.279042:0.000000;0.141763:0.000000:0.000000:-0.989901;59.767221
oven;0.895527;1.089103:0.279042:0.000000;0.141763:0.000000:0.000000:-0.989901;59.969888
oven;0.932290;1.086931:0.275539:0.000000;0.084531:0.000000:0.000000:-0.996421;60.070081
oven;0.877314;1.086931:0.275539:0.000000;0.084531:0.000000:0.000000:-0.996421;60.273185
oven;0.798479;1.086931:0.275539:0.000000;0.084531:0.000000:0.000000:-0.996421;60.372610
oven;0.846865;1.084994:0.271749:0.000000;0.025993:0.000000:0.000000:-0.999662;60.675082
oven;0.753643;1.084210:0.272885:0.000000;0.029821:0.000000:0.000000:0.999555;60.877273
person;0.791835;1.075378:0.278574:0.000000;0.192988:0.000000:0.000000:0.981201;62.083630
person;0.712410;1.075378:0.278574:0.000000;0.192988:0.000000:0.000000:0.981201;62.184702
person;0.764272;1.075378:0.278574:0.000000;0.192988:0.000000:0.000000:0.981201;62.287222
person;0.896600;1.075378:0.278574:0.000000;0.192988:0.000000:0.000000:0.981201;62.388266
person;0.838168;1.075378:0.278574:0.000000;0.192988:0.000000:0.000000:0.981201;62.489701
chair;0.940140;1.073193:0.278290:0.000000;0.250096:0.000000:0.000000:0.968221;62.591826
chair;0.968994;1.073193:0.278290:0.000000;0.250096:0.000000:0.000000:0.968221;62.693162
chair:tvmonitor;0.945667:0.739983;1.070988:0.279967:0.000000;0.300092:0.000000:0.000000:0.953910;62.793659
chair;0.913221;1.070988:0.279967:0.000000;0.300092:0.000000:0.000000:0.953910;62.895751
chair;0.964006;1.070988:0.279967:0.000000;0.300092:0.000000:0.000000:0.953910;62.996900
chair;0.902426;1.067769:0.281071:0.000000;0.354794:0.000000:0.000000:0.934944;63.096764
person:chair;0.866214:0.874769;1.067769:0.281071:0.000000;0.354794:0.000000:0.000000:0.934944;63.198928
person:person:chair;0.917627:0.907515:0.954280;1.067769:0.281071:0.000000;0.354794:0.000000:0.000000:0.934944;63.300869
person:chair;0.996204:0.890132;1.067769:0.281071:0.000000;0.354794:0.000000:0.000000:0.934944;63.400315
person:person:chair;0.999584:0.909636:0.904341;1.067769:0.281071:0.000000;0.354794:0.000000:0.000000:0.934944;63.502610
person:chair;0.999122:0.956543;1.064979:0.284828:0.000000;0.407778:0.000000:0.000000:0.913081;63.603314
person:person:chair;0.998823:0.743833:0.939443;1.064979:0.284828:0.000000;0.407778:0.000000:0.000000:0.913081;63.704478
person:person:chair;0.999793:0.780979:0.962928;1.064979:0.284828:0.000000;0.407778:0.000000:0.000000:0.913081;63.806697
person:chair;0.999721:0.973002;1.063318:0.286313:0.000000;0.459449:0.000000:0.000000:0.888204;63.906837
person:person:chair;0.999825:0.707277:0.916153;1.063318:0.286313:0.000000;0.459449:0.000000:0.000000:0.888204;64.007240
person:chair;0.999917:0.956637;1.060689:0.286699:0.000000;0.505879:0.000000:0.000000:0.862604;64.111732
person:chair;0.999723:0.933949;1.060689:0.286699:0.000000;0.505879:0.000000:0.000000:0.862604;64.211673
person:person:chair:tvmonitor:tvmonitor;0.999799:0.920253:0.933016:0.754148:0.732874;1.060689:0.286699:0.000000;0.505879:0.000000:0.000000:0.862604;64.313098
person:chair;0.999905:0.969738;1.060689:0.286699:0.000000;0.505879:0.000000:0.000000:0.862604;64.413824
person:chair;0.999142:0.955912;1.060689:0.286699:0.000000;0.505879:0.000000:0.000000:0.862604;64.514480
person:chair;0.999814:0.954125;1.059226:0.290398:0.000000;0.555531:0.000000:0.000000:0.831496;64.615642
person:person:chair;0.999807:0.866314:0.975462;1.059226:0.290398:0.000000;0.555531:0.000000:0.000000:0.831496;64.717860
person:chair:tvmonitor;0.999832:0.940848:0.756564;1.059226:0.290398:0.000000;0.555531:0.000000:0.000000:0.831496;64.818183
person:person:chair;0.999753:0.817647:0.917061;1.057555:0.293515:0.000000;0.601331:0.000000:0.000000:0.799000;64.919522
person:chair;0.999734:0.967572;1.057555:0.293515:0.000000;0.601331:0.000000:0.000000:0.799000;65.022161
person:chair;0.999835:0.915741;1.057555:0.293515:0.000000;0.601331:0.000000:0.000000:0.799000;65.123290
person:chair;0.999719:0.860289;1.057555:0.293515:0.000000;0.601331:0.000000:0.000000:0.799000;65.226100
person:chair;0.999822:0.788306;1.057555:0.293515:0.000000;0.601331:0.000000:0.000000:0.799000;65.329318
person;0.999411;1.054772:0.297472:0.000000;0.645397:0.000000:0.000000:0.763847;65.428663
person;0.999822;1.054772:0.297472:0.000000;0.645397:0.000000:0.000000:0.763847;65.533241
person;0.999763;1.054005:0.300289:0.000000;0.683949:0.000000:0.000000:0.729530;65.634612
person;0.999725;1.054005:0.300289:0.000000;0.683949:0.000000:0.000000:0.729530;65.735661
person;0.999737;1.054005:0.300289:0.000000;0.683949:0.000000:0.000000:0.729530;65.837674
person;0.999538;1.054005:0.300289:0.000000;0.683949:0.000000:0.000000:0.729530;65.938348
person;0.999453;1.054005:0.300289:0.000000;0.683949:0.000000:0.000000:0.729530;66.039235
person;0.999360;1.054005:0.300289:0.000000;0.683949:0.000000:0.000000:0.729530;66.143953
person;0.999582;1.054005:0.300289:0.000000;0.683949:0.000000:0.000000:0.729530;66.248432
person;0.999747;1.054005:0.300289:0.000000;0.683949:0.000000:0.000000:0.729530;66.349846
person;0.999707;1.054005:0.300289:0.000000;0.683949:0.000000:0.000000:0.729530;66.451303
person;0.999756;1.054005:0.300289:0.000000;0.683949:0.000000:0.000000:0.729530;66.556276
person;0.999678;1.046407:0.324223:0.000000;0.719761:0.000000:0.000000:0.694222;66.661242
person;0.999549;1.046407:0.324223:0.000000;0.719761:0.000000:0.000000:0.694222;66.762995
person;0.999335;1.046407:0.324223:0.000000;0.719761:0.000000:0.000000:0.694222;66.863603
person;0.999182;1.046407:0.324223:0.000000;0.719761:0.000000:0.000000:0.694222;66.967576
person;0.999120;1.046407:0.324223:0.000000;0.719761:0.000000:0.000000:0.694222;67.071544
person;0.999143;1.046407:0.324223:0.000000;0.719761:0.000000:0.000000:0.694222;67.181092
person;0.998786;1.046407:0.324223:0.000000;0.719761:0.000000:0.000000:0.694222;67.292338
person;0.998600;1.046407:0.324223:0.000000;0.719761:0.000000:0.000000:0.694222;67.398745
person;0.999495;1.042703:0.465223:0.000000;0.736274:0.000000:0.000000:0.676684;67.507039
person;0.999302;1.042703:0.465223:0.000000;0.736274:0.000000:0.000000:0.676684;67.613094
person;0.997906;1.042703:0.465223:0.000000;0.736274:0.000000:0.000000:0.676684;67.714102
person;0.999167;1.042703:0.465223:0.000000;0.736274:0.000000:0.000000:0.676684;67.816566
person;0.999254;1.042703:0.465223:0.000000;0.736274:0.000000:0.000000:0.676684;67.916878
person;0.999324;1.044158:0.577735:0.000000;0.738049:0.000000:0.000000:0.674747;68.019092
person;0.998728;1.044158:0.577735:0.000000;0.738049:0.000000:0.000000:0.674747;68.121185
person;0.999467;1.044778:0.692729:0.000000;0.738029:0.000000:0.000000:0.674769;68.227520
person;0.999369;1.044778:0.692729:0.000000;0.738029:0.000000:0.000000:0.674769;68.333757
person;0.998145;1.044778:0.692729:0.000000;0.738029:0.000000:0.000000:0.674769;68.439459
person;0.999023;1.044778:0.692729:0.000000;0.738029:0.000000:0.000000:0.674769;68.541514
person;0.999099;1.044778:0.692729:0.000000;0.738029:0.000000:0.000000:0.674769;68.645555
person;0.997933;1.046960:0.807316:0.000000;0.737761:0.000000:0.000000:0.675062;68.750786
person;0.996460;1.046960:0.807316:0.000000;0.737761:0.000000:0.000000:0.675062;68.858343
person;0.997062;1.046960:0.807316:0.000000;0.737761:0.000000:0.000000:0.675062;68.960874
person;0.995322;1.047252:0.941331:0.000000;0.736927:0.000000:0.000000:0.675972;69.065549
person;0.996588;1.047252:0.941331:0.000000;0.736927:0.000000:0.000000:0.675972;69.173176
person;0.996094;1.047252:0.941331:0.000000;0.736927:0.000000:0.000000:0.675972;69.276443
person;0.993559;1.047252:0.941331:0.000000;0.736927:0.000000:0.000000:0.675972;69.386138
person;0.985323;1.047252:0.941331:0.000000;0.736927:0.000000:0.000000:0.675972;69.490490
person;0.980132;1.049162:1.067854:0.000000;0.735328:0.000000:0.000000:0.677711;69.592184
person;0.992064;1.049162:1.067854:0.000000;0.735328:0.000000:0.000000:0.677711;69.693833
person;0.994759;1.049162:1.067854:0.000000;0.735328:0.000000:0.000000:0.677711;69.797667
person;0.963834;1.050474:1.182128:0.000000;0.734767:0.000000:0.000000:0.678319;69.897043
person;0.705143;1.050474:1.182128:0.000000;0.734767:0.000000:0.000000:0.678319;70.007084
refrigerator;0.860279;1.052237:1.296568:0.000000;0.734172:0.000000:0.000000:0.678964;70.428082
refrigerator;0.902246;1.052237:1.296568:0.000000;0.734172:0.000000:0.000000:0.678964;70.531761
refrigerator;0.933401;1.052237:1.296568:0.000000;0.734172:0.000000:0.000000:0.678964;70.634669
microwave:refrigerator;0.782832:0.960241;1.053772:1.411690:0.000000;0.733456:0.000000:0.000000:0.679737;70.736762
microwave:refrigerator;0.751935:0.888890;1.053772:1.411690:0.000000;0.733456:0.000000:0.000000:0.679737;70.839450
refrigerator;0.870434;1.053772:1.411690:0.000000;0.733456:0.000000:0.000000:0.679737;70.939843
microwave:refrigerator;0.764718:0.977482;1.053772:1.411690:0.000000;0.733456:0.000000:0.000000:0.679737;71.041727
refrigerator;0.973014;1.053772:1.411690:0.000000;0.733456:0.000000:0.000000:0.679737;71.142784
microwave:refrigerator;0.907964:0.981685;1.053763:1.531023:0.000000;0.754070:0.000000:0.000000:0.656794;71.244621
microwave:refrigerator;0.936800:0.977916;1.053763:1.531023:0.000000;0.754070:0.000000:0.000000:0.656794;71.354079
microwave:refrigerator;0.855658:0.961870;1.053763:1.531023:0.000000;0.754070:0.000000:0.000000:0.656794;71.462262
microwave:refrigerator;0.978060:0.983846;1.053763:1.531023:0.000000;0.754070:0.000000:0.000000:0.656794;71.563117
microwave:refrigerator;0.939087:0.979028;1.053763:1.531023:0.000000;0.754070:0.000000:0.000000:0.656794;71.664479
microwave:refrigerator;0.955502:0.988085;1.070999:1.640328:0.000000;0.774169:0.000000:0.000000:0.632978;71.763769
microwave:refrigerator;0.962723:0.989774;1.070999:1.640328:0.000000;0.774169:0.000000:0.000000:0.632978;71.867147
microwave:refrigerator;0.974479:0.988817;1.070999:1.640328:0.000000;0.774169:0.000000:0.000000:0.632978;71.966824
microwave:refrigerator;0.983029:0.988192;1.070999:1.640328:0.000000;0.774169:0.000000:0.000000:0.632978;72.068423
microwave:refrigerator;0.978905:0.986976;1.070999:1.640328:0.000000;0.774169:0.000000:0.000000:0.632978;72.169033
microwave:refrigerator;0.976680:0.985817;1.085491:1.781259:0.000000;0.775237:0.000000:0.000000:0.631670;72.268932
microwave:refrigerator;0.978701:0.973253;1.085491:1.781259:0.000000;0.775237:0.000000:0.000000:0.631670;72.370307
microwave:refrigerator;0.963868:0.984849;1.085491:1.781259:0.000000;0.775237:0.000000:0.000000:0.631670;72.470752
microwave:refrigerator;0.951167:0.984805;1.085491:1.781259:0.000000;0.775237:0.000000:0.000000:0.631670;72.571753
microwave:refrigerator;0.938300:0.985265;1.085491:1.781259:0.000000;0.775237:0.000000:0.000000:0.631670;72.673908
microwave:refrigerator;0.957506:0.975291;1.104278:1.895861:0.000000;0.775435:0.000000:0.000000:0.631427;72.774660
microwave:refrigerator;0.951294:0.985213;1.104278:1.895861:0.000000;0.775435:0.000000:0.000000:0.631427;72.874636
microwave:refrigerator;0.974015:0.982131;1.104278:1.895861:0.000000;0.775435:0.000000:0.000000:0.631427;72.975387
microwave:refrigerator;0.961058:0.981390;1.120517:2.005614:0.000000;0.775887:0.000000:0.000000:0.630872;73.076876
microwave:refrigerator;0.923630:0.981349;1.120517:2.005614:0.000000;0.775887:0.000000:0.000000:0.630872;73.177453
microwave:refrigerator;0.938063:0.982437;1.120517:2.005614:0.000000;0.775887:0.000000:0.000000:0.630872;73.278247
microwave:refrigerator;0.930160:0.982860;1.120517:2.005614:0.000000;0.775887:0.000000:0.000000:0.630872;73.378857
refrigerator;0.987251;1.120517:2.005614:0.000000;0.775887:0.000000:0.000000:0.630872;73.480347
microwave:refrigerator;0.774680:0.981887;1.132275:2.119884:0.000000;0.775565:0.000000:0.000000:0.631268;73.581430
microwave:refrigerator;0.893180:0.987938;1.132275:2.119884:0.000000;0.775565:0.000000:0.000000:0.631268;73.681490
microwave:refrigerator;0.957760:0.984670;1.144513:2.231078:0.000000;0.775748:0.000000:0.000000:0.631043;73.781912
microwave:refrigerator;0.925675:0.964692;1.144513:2.231078:0.000000;0.775748:0.000000:0.000000:0.631043;73.883403
